PassengerId,Survival,Probability
892,0,0.151825575949317
893,1,0.5113190859909851
894,0,0.12975732146563515
895,0,0.1374050701895484
896,0,0.5
897,0,0.17078632143498787
898,1,0.8579116393788689
899,0,0.16711294211303526
900,1,0.7991826410836061
901,0,0.09342401898087434
902,0,0.13710473609605842
903,0,0.14521448923853086
904,1,0.9074864809911215
905,0,0.15422577249183744
906,1,0.8833203323249665
907,1,0.900791021958116
908,0,0.1349448165646088
909,0,0.16461970567177797
910,0,0.5
911,1,0.6143096158457588
912,0,0.20919609695894414
913,0,0.4616420976665805
914,1,0.9011846238821333
915,0,0.25834701855197134
916,1,0.5659491028517195
917,0,0.13075520785425077
918,1,0.9387551158020795
919,0,0.15935854894895365
920,0,0.15860161813901494
921,0,0.14934570840078043
922,0,0.14716397258169003
923,0,0.1284367067724094
924,0,0.3470011341428688
925,0,0.37678755999129876
926,0,0.31853426226050485
927,0,0.17630601781374391
928,1,0.6000134622932902
929,1,0.6078480371172452
930,0,0.1380530902223612
931,0,0.23180294107929628
932,0,0.1018660542502953
933,0,0.18071674822946035
934,0,0.14993767640259592
935,1,0.8641851199229403
936,1,0.9126789902473283
937,0,0.1363120554724183
938,0,0.23706671711500657
939,0,0.14630927205224692
940,1,0.8062206800786833
941,0,0.5065584415143234
942,0,0.21940138369916565
943,0,0.13586302579973059
944,1,0.7513208522078436
945,1,0.8584679042715369
946,0,0.13455194054325464
947,0,0.11672578712446878
948,0,0.14463833288751107
949,0,0.20563410432915158
950,0,0.1093063812498324
951,1,0.8405154281863877
952,0,0.1523668869111843
953,0,0.13589434131631192
954,0,0.1481774493859776
955,1,0.8627505894858727
956,1,0.5786849911919603
957,1,0.873994539110951
958,1,0.8616676051938039
959,0,0.14504404430282536
960,0,0.28970230096723987
961,0,0.2508846988999691
962,1,0.8627943095334156
963,0,0.1401291073666075
964,1,0.5995759405544833
965,0,0.3009891680256994
966,1,0.869591393881324
967,0,0.2171440533015871
968,0,0.13727345768834578
969,1,0.7844188454182743
970,0,0.13405932433199996
971,1,0.8627943095334156
972,1,0.591967533793888
973,1,0.5271241600261989
974,0,0.1461990266393119
975,0,0.13710473609605842
976,0,0.13196250950732155
977,0,0.14430424578103868
978,1,0.8616783431606526
979,1,0.6140856371603599
980,1,0.860638954295862
981,1,0.8401877839118933
982,1,0.5254065053789893
983,0,0.13697312585706242
984,1,0.8887142134760639
985,0,0.13727345768834578
986,0,0.15819548566488129
987,0,0.13617296439785925
988,1,0.6931710082023799
989,0,0.13789171927199823
990,1,0.6073220758937462
991,0,0.14237687797455842
992,1,0.9280181153895045
993,0,0.13006186699769406
994,0,0.14630927205224692
995,0,0.13614335409387804
996,1,0.8190693054080876
997,0,0.1568193364403766
998,0,0.1494119395679209
999,0,0.14630927205224692
1000,0,0.13800758351938433
1001,0,0.2225510596363476
1002,0,0.13135369868305202
1003,1,0.8606771525772563
1004,1,0.9129597031180903
1005,1,0.861194949402277
1006,1,0.8479845191109641
1007,0,0.19488700654509303
1008,0,0.1476894492352046
1009,1,0.8543432847064051
1010,0,0.25461719692107565
1011,1,0.8607032416277733
1012,1,0.8537635275866102
1013,0,0.14565723285835588
1014,1,0.9381948746491631
1015,0,0.13640691074244338
1016,0,0.14630927205224692
1017,1,0.7471204828529026
1018,0,0.13839653608923577
1019,1,0.7808470262463901
1020,0,0.14681287511393673
1021,0,0.13679162090880215
1022,0,0.14116949983366667
1023,0,0.20335986558024985
1024,0,0.2692305231223297
1025,0,0.1400520540866578
1026,0,0.15060412067250337
1027,0,0.13658065616057272
1028,0,0.15025483157100897
1029,0,0.13393712014638887
1030,1,0.6024906304737601
1031,0,0.18704769069121635
1032,0,0.1758083537497596
1033,1,0.8887478993721287
1034,0,0.2994550719774796
1035,0,0.14095884666669645
1036,0,0.14284706402312472
1037,0,0.09577003129116743
1038,0,0.19750284136742846
1039,0,0.13867044921361313
1040,0,0.14079007780390326
1041,0,0.13437348805180882
1042,1,0.9047069761714873
1043,0,0.1487341429430374
1044,0,0.14678681683877565
1045,0,0.5
1046,0,0.09076393318772526
1047,0,0.13625545699266506
1048,1,0.8289065347946609
1049,1,0.6017889978261268
1050,0,0.15940305777638575
1051,1,0.6025691707491087
1052,1,0.8606170983134382
1053,1,0.5562425318998427
1054,1,0.8588677606653836
1055,0,0.13614057359787946
1056,0,0.1459943761512674
1057,0,0.49077929817807764
1058,0,0.22875956229216154
1059,0,0.09067323261915536
1060,1,0.8725365673710769
1061,1,0.6071237733414168
1062,0,0.13672931502943275
1063,0,0.1495163379994626
1064,0,0.11268852492013817
1065,0,0.14824949741952476
1066,0,0.1338815850133707
1067,1,0.9292177297352425
1068,1,0.8811115951689886
1069,0,0.2899524681973148
1070,1,0.6585189684801186
1071,1,0.6474104356470474
1072,0,0.13405932433199996
1073,0,0.2949571368676329
1074,1,0.8483345156248363
1075,0,0.14630927205224692
1076,1,0.8315774405943901
1077,0,0.14642894140976923
1078,1,0.9219791923870664
1079,0,0.10294756416121484
1080,0,0.1494575075641264
1081,0,0.14504281257343277
1082,0,0.1282123952890496
1083,0,0.14090520978188945
1084,0,0.30111071552648644
1085,0,0.1298307873089193
1086,1,0.8030619644909104
1087,0,0.14215758250297897
1088,1,0.6150899016678937
1089,1,0.6131739320362846
1090,0,0.13669540973703884
1091,1,0.6002509424669884
1092,1,0.8700266621341018
1093,1,0.8229508379595455
1094,0,0.4937378491850079
1095,1,0.9420354778325156
1096,0,0.13362581583786892
1097,0,0.15082613067234105
1098,1,0.8457219458799271
1099,0,0.13491321291447392
1100,1,0.9146745466037239
1101,0,0.1362805707369275
1102,0,0.16108362041838753
1103,0,0.1361936715263627
1104,0,0.22928049559062927
1105,1,0.7920380850454947
1106,0,0.2173257093773825
1107,0,0.15396955254814873
1108,1,0.8608078050538205
1109,0,0.3397512607348831
1110,1,0.9017750369293283
1111,0,0.13727345768834578
1112,1,0.8776100924044152
1113,0,0.14029611904733466
1114,1,0.8581726814999389
1115,0,0.1400212261402165
1116,1,0.7990388347259041
1117,1,0.6514573494155204
1118,0,0.13724426165128362
1119,1,0.860638954295862
1120,0,0.15848776655356284
1121,0,0.14034438332689628
1122,0,0.24692282555607384
1123,1,0.8860099898115641
1124,0,0.1133395938035167
1125,0,0.14638519454120952
1126,0,0.34567190898513
1127,0,0.14223018985961963
1128,0,0.33954859403477017
1129,0,0.16882202212158484
1130,1,0.8974298908151493
1131,1,0.8717568422656655
1132,1,0.7831280931335006
1133,1,0.8070447482684373
1134,0,0.29938323053135235
1135,0,0.1370956774372046
1136,0,0.08000963430865127
1137,0,0.19609032753503816
1138,1,0.8646006848040388
1139,0,0.11136406922893413
1140,1,0.8607032416277733
1141,1,0.7372772834199858
1142,1,0.9461396872634971
1143,0,0.14230712777966167
1144,0,0.30017475560495427
1145,0,0.13819706091247586
1146,0,0.14343129488670628
1147,0,0.13672931502943275
1148,0,0.14630927205224692
1149,0,0.13727345768834578
1150,1,0.8489405166772375
1151,0,0.13999882905539426
1152,0,0.11737976691978849
1153,0,0.14008418795773817
1154,1,0.8746414052720521
1155,1,0.8304112757130937
1156,0,0.13193245324525585
1157,0,0.13710473609605842
1158,0,0.14947395741465072
1159,0,0.13672931502943275
1160,1,0.6000134622932902
1161,0,0.1532383551235478
1162,0,0.2406743946851493
1163,0,0.14630927205224692
1164,1,0.9133013619937905
1165,1,0.8605799554747214
1166,0,0.1482464818017389
1167,1,0.8526432254463207
1168,0,0.13225322000607406
1169,0,0.13543995577111023
1170,0,0.12539986632083883
1171,0,0.13902433987404392
1172,1,0.6046889309631963
1173,1,0.6940710565132766
1174,1,0.860638954295862
1175,1,0.8940927908244721
1176,1,0.8241601779406078
1177,0,0.1450822782702927
1178,0,0.13640691074244338
1179,0,0.21051338497528413
1180,0,0.22190765475288363
1181,0,0.13727345768834578
1182,0,0.13876531324216257
1183,1,0.8569859685203949
1184,0,0.14824949741952476
1185,0,0.19075272972055116
1186,0,0.1476427636549865
1187,0,0.1362737364795498
1188,1,0.953759391291351
1189,0,0.14934570840078043
1190,0,0.13608195529400666
1191,0,0.13781403674988857
1192,0,0.1408629880091438
1193,0,0.29508886420261377
1194,0,0.12374288026822179
1195,0,0.137459914639606
1196,1,0.860638954295862
1197,1,0.7876370713688027
1198,0,0.26259219127849825
1199,1,0.7226256208014782
1200,0,0.19966538211215032
1201,1,0.5373070795546449
1202,0,0.14919834199712106
1203,0,0.16098199221780674
1204,0,0.13675632008512684
1205,1,0.8378768203917698
1206,1,0.8690723713495977
1207,1,0.8610585963259015
1208,0,0.4309546355483364
1209,0,0.14986518151923425
1210,0,0.13651722458723003
1211,0,0.13529453320997067
1212,0,0.13614335409387804
1213,0,0.23257251999099776
1214,0,0.19801857155013045
1215,0,0.13797176714391204
1216,1,0.8624029444960026
1217,0,0.13645430925445964
1218,1,0.8692323405928047
1219,0,0.15836324546191372
1220,0,0.12768246205369918
1221,0,0.14327259438502343
1222,1,0.7966952615511981
1223,0,0.25988611578378223
1224,0,0.1482464818017389
1225,1,0.7893025337405446
1226,0,0.13656237611100555
1227,0,0.27489095947673015
1228,0,0.13566558799453035
1229,0,0.10522451903436429
1230,0,0.14693146332237805
1231,0,0.14824949741952476
1232,0,0.15497590038262996
1233,0,0.1406463408978452
1234,0,0.4464740935298752
1235,1,0.761952985302209
1236,0,0.07781298075836085
1237,1,0.6211415810171287
1238,0,0.13393712014638887
1239,1,0.6784437868460151
1240,0,0.1363715988491627
1241,1,0.8783168624869081
1242,1,0.8897293510359021
1243,0,0.13362581583786892
1244,0,0.22160628706954055
1245,0,0.14824834460483163
1246,1,0.8004985428049892
1247,0,0.15296388672707167
1248,1,0.7860133895953076
1249,0,0.13708662112532727
1250,0,0.14630927205224692
1251,1,0.5278327925859869
1252,0,0.1790108309841483
1253,1,0.9150568606191006
1254,1,0.8783168624869081
1255,0,0.1374050701895484
1256,1,0.9385652703086315
1257,0,0.43844763186722235
1258,0,0.14430681923275882
1259,1,0.7046943381317948
1260,1,0.8711997386541142
1261,0,0.1330202180378604
1262,0,0.14668064834373895
1263,1,0.900541594674865
1264,0,0.16557131221357388
1265,0,0.14799665942501963
1266,1,0.8701735542071118
1267,1,0.8456302905395856
1268,0,0.3480518060363302
1269,0,0.14246809917610287
1270,0,0.14925836770498846
1271,0,0.13526111230497004
1272,0,0.14630927205224692
1273,0,0.1457644137094771
1274,1,0.6248291671742957
1275,1,0.5422848407978413
1276,0,0.1333117854728802
1277,1,0.8606793658824844
1278,0,0.1364956890226892
1279,0,0.14337031330722622
1280,0,0.1493699319566773
1281,0,0.1271149517853769
1282,0,0.18245806229059205
1283,1,0.8590502747537991
1284,0,0.47979195991761814
1285,0,0.1476467217382846
1286,0,0.045531953584337904
1287,1,0.9106860459561339
1288,0,0.14581526571663864
1289,1,0.9138788947233225
1290,0,0.13837421918106357
1291,0,0.14849288170317163
1292,1,0.8379081641369027
1293,0,0.13069395622389804
1294,1,0.9114291451471256
1295,0,0.18888191074828573
1296,0,0.3156600574578686
1297,0,0.30379155746141684
1298,0,0.1368841984000083
1299,0,0.39530643668921067
1300,1,0.8606007344236226
1301,1,0.8065747699779199
1302,1,0.860638954295862
1303,1,0.8444666280812343
1304,1,0.5989692881277728
1305,0,0.13727345768834578
1306,1,0.9179847517635382
1307,0,0.14759763364792028
1308,0,0.13727345768834578
1309,0,0.11268236435312713
